n1,r1,n2,r2,delta,ratio
512,4,2048,5,0.32,0.926860333
512,4,2048,5,0.34,0.931637963
512,4,2048,5,0.36,0.934026778
512,4,2048,5,0.38,0.908500581
512,4,2048,5,0.4,0.904103724
512,4,2048,5,0.42,0.913428989
512,4,2048,5,0.44,0.924810706
512,4,2048,5,0.46,0.911567545
512,4,2048,5,0.48,0.926225804
512,4,2048,5,0.5,0.931320699
512,4,2048,5,0.52,0.952545509
512,4,2048,5,0.54,0.953420382
512,4,2048,5,0.56,0.925744132
512,4,2048,5,0.58,0.911901485
512,4,2048,5,0.6,0.972031133
512,4,2048,5,0.62,0.983179618
512,4,2048,5,0.64,0.940367231
512,4,2048,5,0.66,0.928974171
512,4,2048,5,0.68,0.925904806
512,4,2048,5,0.7,0.940179788
512,4,2048,5,0.72,0.949899668
512,4,2048,5,0.74,0.944800823
512,4,2048,5,0.76,0.949773459
512,4,2048,5,0.78,0.914324965
512,4,2048,5,0.8,0.924935019
512,4,2048,5,0.82,0.922859067
512,4,2048,5,0.84,0.938274238
512,4,2048,5,0.86,0.956268003
512,4,2048,5,0.88,0.945506873
512,4,2048,5,0.9,0.937769205
512,4,2048,5,0.92,0.936699492
512,4,2048,5,0.94,0.935782202
512,4,2048,5,0.96,0.935320055
512,4,2048,5,0.98,0.946226085
512,4,2048,5,1,0.995373588
512,4,2048,8,0.02,15.42490527
512,4,2048,8,0.04,2.157972371
512,4,2048,8,0.06,1.492732768
512,4,2048,8,0.08,1.119549576
512,4,2048,8,0.1,1.040606978
512,4,2048,8,0.12,1.037018678
512,4,2048,8,0.14,1.053693719
512,4,2048,8,0.16,0.997480308
512,4,2048,8,0.18,0.987129734
512,4,2048,8,0.2,1.002765189
512,4,2048,8,0.22,1.019077178
512,4,2048,8,0.24,0.981333579
512,4,2048,8,0.26,0.967511979
512,4,2048,8,0.28,0.97872573
512,4,2048,8,0.3,1.008312278
512,4,2048,8,0.32,1.033571095
512,4,2048,8,0.34,1.021680455
512,4,2048,8,0.36,1.015735134
512,4,2048,8,0.38,0.980938676
512,4,2048,8,0.4,0.985632163
512,4,2048,8,0.42,0.997547379
512,4,2048,8,0.44,1.003609167
512,4,2048,8,0.46,1.00486401
512,4,2048,8,0.48,0.995155179
512,4,2048,8,0.5,1.002472496
512,4,2048,8,0.52,1.026253778
512,4,2048,8,0.54,1.049101729
512,4,2048,8,0.56,1.004084479
512,4,2048,8,0.58,0.992244472
512,4,2048,8,0.6,1.013627279
512,4,2048,8,0.62,1.01705394
512,4,2048,8,0.64,1.01073322
512,4,2048,8,0.66,1.02029072
512,4,2048,8,0.68,1.028804835
512,4,2048,8,0.7,1.024715045
512,4,2048,8,0.72,1.037793657
512,4,2048,8,0.74,1.03943114
512,4,2048,8,0.76,1.035773757
512,4,2048,8,0.78,0.990228668
512,4,2048,8,0.8,0.987728647
512,4,2048,8,0.82,0.996399123
512,4,2048,8,0.84,1.02054179
512,4,2048,8,0.86,1.03106284
512,4,2048,8,0.88,1.025775338
512,4,2048,8,0.9,1.012925807
512,4,2048,8,0.92,1.00646376
512,4,2048,8,0.94,1.013467044
512,4,2048,8,0.96,1.016995416
512,4,2048,8,0.98,1.020065791
512,4,2048,8,1,1.063969101
512,4,2048,10,0.02,9.830719055
512,4,2048,10,0.04,1.850545435
512,4,2048,10,0.06,1.567124869
512,4,2048,10,0.08,1.172983524
512,4,2048,10,0.1,1.089198986
512,4,2048,10,0.12,1.085976504
512,4,2048,10,0.14,1.103984493
512,4,2048,10,0.16,1.046132168
512,4,2048,10,0.18,1.040936004
512,4,2048,10,0.2,1.055093751
512,4,2048,10,0.22,1.073892196
512,4,2048,10,0.24,1.030239497
512,4,2048,10,0.26,1.017826973
512,4,2048,10,0.28,1.056001339
512,4,2048,10,0.3,1.066641611
512,4,2048,10,0.32,1.077699148
512,4,2048,10,0.34,1.071127811
512,4,2048,10,0.36,1.07441348
512,4,2048,10,0.38,1.038928264
512,4,2048,10,0.4,1.039088617
512,4,2048,10,0.42,1.044084235
512,4,2048,10,0.44,1.054220975
512,4,2048,10,0.46,1.065902798
512,4,2048,10,0.48,1.061270807
512,4,2048,10,0.5,1.051413803
512,4,2048,10,0.52,1.079144842
512,4,2048,10,0.54,1.090908875
512,4,2048,10,0.56,1.053528342
512,4,2048,10,0.58,1.043385766
512,4,2048,10,0.6,1.075129903
512,4,2048,10,0.62,1.0778653
512,4,2048,10,0.64,1.047332529
512,4,2048,10,0.66,1.05314278
512,4,2048,10,0.68,1.059874398
512,4,2048,10,0.7,1.070157046
512,4,2048,10,0.72,1.075376664
512,4,2048,10,0.74,1.080756412
512,4,2048,10,0.76,1.080702978
512,4,2048,10,0.78,1.048576966
512,4,2048,10,0.8,1.053767714
512,4,2048,10,0.82,1.072442079
512,4,2048,10,0.84,1.087489098
512,4,2048,10,0.86,1.091790261
512,4,2048,10,0.88,1.086191336
512,4,2048,10,0.9,1.080649544
512,4,2048,10,0.92,1.069733892
512,4,2048,10,0.94,1.068359177
512,4,2048,10,0.96,1.074488724
512,4,2048,10,0.98,1.078939655
512,4,2048,10,1,1.126634631
512,4,2048,16,0.02,10.93744305
512,4,2048,16,0.04,2.127844484
512,4,2048,16,0.06,1.832915975
512,4,2048,16,0.08,1.355594107
512,4,2048,16,0.1,1.240622614
512,4,2048,16,0.12,1.251317637
512,4,2048,16,0.14,1.270400913
512,4,2048,16,0.16,1.205838803
512,4,2048,16,0.18,1.18916822
512,4,2048,16,0.2,1.193413527
512,4,2048,16,0.22,1.219232569
512,4,2048,16,0.24,1.179225263
512,4,2048,16,0.26,1.17150108
512,4,2048,16,0.28,1.185734952
512,4,2048,16,0.3,1.224580081
512,4,2048,16,0.32,1.240412908
512,4,2048,16,0.34,1.232234361
512,4,2048,16,0.36,1.24313909
512,4,2048,16,0.38,1.1864345
512,4,2048,16,0.4,1.202755071
512,4,2048,16,0.42,1.219232569
512,4,2048,16,0.44,1.236469208
512,4,2048,16,0.46,1.228936346
512,4,2048,16,0.48,1.239049817
512,4,2048,16,0.5,1.235642089
512,4,2048,16,0.52,1.256879049
512,4,2048,16,0.54,1.271179822
512,4,2048,16,0.56,1.227915657
512,4,2048,16,0.58,1.2191272
512,4,2048,16,0.6,1.239121559
512,4,2048,16,0.62,1.24938415
512,4,2048,16,0.64,1.228444918
512,4,2048,16,0.66,1.242560527
512,4,2048,16,0.68,1.231939593
512,4,2048,16,0.7,1.245743937
512,4,2048,16,0.72,1.241459011
512,4,2048,16,0.74,1.265161314
512,4,2048,16,0.76,1.262495658
512,4,2048,16,0.78,1.222409309
512,4,2048,16,0.8,1.23402469
512,4,2048,16,0.82,1.231852696
512,4,2048,16,0.84,1.248480182
512,4,2048,16,0.86,1.261351112
512,4,2048,16,0.88,1.249178632
512,4,2048,16,0.9,1.237130362
512,4,2048,16,0.92,1.230251684
512,4,2048,16,0.94,1.233673564
512,4,2048,16,0.96,1.241058035
512,4,2048,16,0.98,1.235002271
512,4,2048,16,1,1.277941417
512,4,2048,20,0.02,10.5346213
512,4,2048,20,0.04,2.151225234
512,4,2048,20,0.06,1.897253432
512,4,2048,20,0.08,1.419367522
512,4,2048,20,0.1,1.325130485
512,4,2048,20,0.12,1.335093872
512,4,2048,20,0.14,1.351113436
512,4,2048,20,0.16,1.287977294
512,4,2048,20,0.18,1.289271475
512,4,2048,20,0.2,1.297068899
512,4,2048,20,0.22,1.325130485
512,4,2048,20,0.24,1.266457206
512,4,2048,20,0.26,1.261660019
512,4,2048,20,0.28,1.287908775
512,4,2048,20,0.3,1.313921675
512,4,2048,20,0.32,1.340319767
512,4,2048,20,0.34,1.335557854
512,4,2048,20,0.36,1.343335645
512,4,2048,20,0.38,1.293929664
512,4,2048,20,0.4,1.289043002
512,4,2048,20,0.42,1.300222018
512,4,2048,20,0.44,1.315360562
512,4,2048,20,0.46,1.312931411
512,4,2048,20,0.48,1.320002271
512,4,2048,20,0.5,1.320637193
512,4,2048,20,0.52,1.35741186
512,4,2048,20,0.54,1.379827447
512,4,2048,20,0.56,1.336277641
512,4,2048,20,0.58,1.328418894
512,4,2048,20,0.6,1.350426002
512,4,2048,20,0.62,1.357136764
512,4,2048,20,0.64,1.320299194
512,4,2048,20,0.66,1.32714913
512,4,2048,20,0.68,1.347049937
512,4,2048,20,0.7,1.344956619
512,4,2048,20,0.72,1.35441374
512,4,2048,20,0.74,1.362645688
512,4,2048,20,0.76,1.35801983
512,4,2048,20,0.78,1.31319415
512,4,2048,20,0.8,1.319727455
512,4,2048,20,0.82,1.331507053
512,4,2048,20,0.84,1.350750624
512,4,2048,20,0.86,1.356664092
512,4,2048,20,0.88,1.344393034
512,4,2048,20,0.9,1.340177233
512,4,2048,20,0.92,1.329256737
512,4,2048,20,0.94,1.330744373
512,4,2048,20,0.96,1.336767113
512,4,2048,20,0.98,1.342820581
512,4,2048,20,1,1.433031848
512,4,2048,32,0.02,7.991161811
512,4,2048,32,0.04,3.147021081
512,4,2048,32,0.06,2.142808828
512,4,2048,32,0.08,1.623204743
512,4,2048,32,0.1,1.533806575
512,4,2048,32,0.12,1.551538443
512,4,2048,32,0.14,1.600040317
512,4,2048,32,0.16,1.533889435
512,4,2048,32,0.18,1.521181812
512,4,2048,32,0.2,1.549055982
512,4,2048,32,0.22,1.580352729
512,4,2048,32,0.24,1.533560299
512,4,2048,32,0.26,1.522354744
512,4,2048,32,0.28,1.55406858
512,4,2048,32,0.3,1.585478347
512,4,2048,32,0.32,1.608303237
512,4,2048,32,0.34,1.604171777
512,4,2048,32,0.36,1.602106047
512,4,2048,32,0.38,1.572891227
512,4,2048,32,0.4,1.566677675
512,4,2048,32,0.42,1.580605979
512,4,2048,32,0.44,1.594704812
512,4,2048,32,0.46,1.606355231
512,4,2048,32,0.48,1.611654807
512,4,2048,32,0.5,1.609080093
512,4,2048,32,0.52,1.636651409
512,4,2048,32,0.54,1.672404645
512,4,2048,32,0.56,1.625011579
512,4,2048,32,0.58,1.607922289
512,4,2048,32,0.6,1.645375133
512,4,2048,32,0.62,1.664598716
512,4,2048,32,0.64,1.627092807
512,4,2048,32,0.66,1.657013624
512,4,2048,32,0.68,1.655092552
512,4,2048,32,0.7,1.657840096
512,4,2048,32,0.72,1.661575035
512,4,2048,32,0.74,1.667700272
512,4,2048,32,0.76,1.666524179
512,4,2048,32,0.78,1.616452881
512,4,2048,32,0.8,1.623921516
512,4,2048,32,0.82,1.627430838
512,4,2048,32,0.84,1.662995899
512,4,2048,32,0.86,1.681328404
512,4,2048,32,0.88,1.654383277
512,4,2048,32,0.9,1.64623657
512,4,2048,32,0.92,1.629898971
512,4,2048,32,0.94,1.647533556
512,4,2048,32,0.96,1.637648545
512,4,2048,32,0.98,1.653587153
512,4,2048,32,1,1.736213961
512,4,2048,40,0.02,9.429462289
512,4,2048,40,0.04,2.959518735
512,4,2048,40,0.06,2.340764406
512,4,2048,40,0.08,1.76341995
512,4,2048,40,0.1,1.634147348
512,4,2048,40,0.12,1.640522436
512,4,2048,40,0.14,1.698689898
512,4,2048,40,0.16,1.644097251
512,4,2048,40,0.18,1.637662949
512,4,2048,40,0.2,1.697303212
512,4,2048,40,0.22,1.734023714
512,4,2048,40,0.24,1.677985911
512,4,2048,40,0.26,1.669800614
512,4,2048,40,0.28,1.697136417
512,4,2048,40,0.3,1.731898685
512,4,2048,40,0.32,1.768024179
512,4,2048,40,0.34,1.781024357
512,4,2048,40,0.36,1.778857661
512,4,2048,40,0.38,1.731190342
512,4,2048,40,0.4,1.724140804
512,4,2048,40,0.42,1.72897677
512,4,2048,40,0.44,1.761184887
512,4,2048,40,0.46,1.760275598
512,4,2048,40,0.48,1.781464467
512,4,2048,40,0.5,1.770410931
512,4,2048,40,0.52,1.794544542
512,4,2048,40,0.54,1.849208963
512,4,2048,40,0.56,1.794281964
512,4,2048,40,0.58,1.785443137
512,4,2048,40,0.6,1.821197839
512,4,2048,40,0.62,1.826138754
512,4,2048,40,0.64,1.78763258
512,4,2048,40,0.66,1.808069406
512,4,2048,40,0.68,1.825484965
512,4,2048,40,0.7,1.841691853
512,4,2048,40,0.72,1.848796857
512,4,2048,40,0.74,1.8311679
512,4,2048,40,0.76,1.822147368
512,4,2048,40,0.78,1.781153072
512,4,2048,40,0.8,1.80320874
512,4,2048,40,0.82,1.807804723
512,4,2048,40,0.84,1.84695383
512,4,2048,40,0.86,1.868272973
512,4,2048,40,0.88,1.849625295
512,4,2048,40,0.9,1.853719229
512,4,2048,40,0.92,1.841691853
512,4,2048,40,0.94,1.836456587
512,4,2048,40,0.96,1.84731534
512,4,2048,40,0.98,1.841597889
512,4,2048,40,1,1.909089938
512,4,2048,64,0.02,9.372037961
512,4,2048,64,0.04,2.822397621
512,4,2048,64,0.06,2.294479882
512,4,2048,64,0.08,1.920923222
512,4,2048,64,0.1,1.860625184
512,4,2048,64,0.12,1.908333522
512,4,2048,64,0.14,2.034932118
512,4,2048,64,0.16,1.947570286
512,4,2048,64,0.18,1.958753393
512,4,2048,64,0.2,2.031364906
512,4,2048,64,0.22,2.115069653
512,4,2048,64,0.24,2.029076846
512,4,2048,64,0.26,2.03673374
512,4,2048,64,0.28,2.07906336
512,4,2048,64,0.3,2.123021043
512,4,2048,64,0.32,2.172756206
512,4,2048,64,0.34,2.180863505
512,4,2048,64,0.36,2.180863505
512,4,2048,64,0.38,2.134304443
512,4,2048,64,0.4,2.140559754
512,4,2048,64,0.42,2.164765839
512,4,2048,64,0.44,2.199833011
512,4,2048,64,0.46,2.198462276
512,4,2048,64,0.48,2.219373176
512,4,2048,64,0.5,2.20822564
512,4,2048,64,0.52,2.254974354
512,4,2048,64,0.54,2.30363118
512,4,2048,64,0.56,2.231112706
512,4,2048,64,0.58,2.226232431
512,4,2048,64,0.6,2.264252869
512,4,2048,64,0.62,2.300494854
512,4,2048,64,0.64,2.246201444
512,4,2048,64,0.66,2.251839476
512,4,2048,64,0.68,2.266926287
512,4,2048,64,0.7,2.288715153
512,4,2048,64,0.72,2.308728372
512,4,2048,64,0.74,2.312069389
512,4,2048,64,0.76,2.307850284
512,4,2048,64,0.78,2.265909877
512,4,2048,64,0.8,2.28232575
512,4,2048,64,0.82,2.271513245
512,4,2048,64,0.84,2.323408233
512,4,2048,64,0.86,2.350158227
512,4,2048,64,0.88,2.34088912
512,4,2048,64,0.9,2.333164913
512,4,2048,64,0.92,2.313774078
512,4,2048,64,0.94,2.329716812
512,4,2048,64,0.96,2.325123922
512,4,2048,64,0.98,2.320507598
512,4,2048,64,1,2.401658038
512,5,2048,5,0.02,2.66167918
512,5,2048,5,0.04,1.762402173
512,5,2048,5,0.06,1.041775507
512,5,2048,5,0.08,0.98006755
512,5,2048,5,0.1,0.958023746
512,5,2048,5,0.12,0.963877251
512,5,2048,5,0.14,0.92589078
512,5,2048,5,0.16,0.922044058
512,5,2048,5,0.18,0.949659988
512,5,2048,5,0.2,0.958366373
512,5,2048,5,0.22,0.967362971
512,5,2048,5,0.24,0.964840512
512,5,2048,5,0.26,0.896610067
512,5,2048,5,0.28,0.896610067
512,5,2048,5,0.3,0.927003629
512,5,2048,5,0.32,0.917544408
512,5,2048,5,0.34,0.938175295
512,5,2048,5,0.36,0.909228177
512,5,2048,5,0.38,0.910390873
512,5,2048,5,0.4,0.924790414
512,5,2048,5,0.42,0.941934661
512,5,2048,5,0.44,0.92645385
512,5,2048,5,0.46,0.915557719
512,5,2048,5,0.48,0.921308086
512,5,2048,5,0.5,0.921959943
512,5,2048,5,0.52,0.940421127
512,5,2048,5,0.54,0.914574901
512,5,2048,5,0.56,0.907454727
512,5,2048,5,0.58,0.913798853
512,5,2048,5,0.6,0.957259584
512,5,2048,5,0.62,0.959745328
512,5,2048,5,0.64,0.941743578
512,5,2048,5,0.66,0.931774366
512,5,2048,5,0.68,0.926094883
512,5,2048,5,0.7,0.933006198
512,5,2048,5,0.72,0.93891831
512,5,2048,5,0.74,0.905822651
512,5,2048,5,0.76,0.922659091
512,5,2048,5,0.78,0.921519986
512,5,2048,5,0.8,0.930703069
512,5,2048,5,0.82,0.917508161
512,5,2048,5,0.84,0.918929443
512,5,2048,5,0.86,0.929411248
512,5,2048,5,0.88,0.924894315
512,5,2048,5,0.9,0.922631425
512,5,2048,5,0.92,0.931286799
512,5,2048,5,0.94,0.925978264
512,5,2048,5,0.96,0.939657135
512,5,2048,5,0.98,0.939803767
512,5,2048,5,1,0.939947826
512,5,2048,8,0.02,2.038285641
512,5,2048,8,0.04,1.495838656
512,5,2048,8,0.06,1.011471853
512,5,2048,8,0.08,1.000700425
512,5,2048,8,0.1,1.00357018
512,5,2048,8,0.12,1.006220242
512,5,2048,8,0.14,0.981743986
512,5,2048,8,0.16,0.980301853
512,5,2048,8,0.18,0.989183627
512,5,2048,8,0.2,1.00014505
512,5,2048,8,0.22,1.011471853
512,5,2048,8,0.24,1.028615444
512,5,2048,8,0.26,0.980877807
512,5,2048,8,0.28,0.973871537
512,5,2048,8,0.3,1.017749787
512,5,2048,8,0.32,1.023182616
512,5,2048,8,0.34,1.028849617
512,5,2048,8,0.36,0.988767159
512,5,2048,8,0.38,0.982979688
512,5,2048,8,0.4,1.008184295
512,5,2048,8,0.42,1.02867816
512,5,2048,8,0.44,1.005392314
512,5,2048,8,0.46,1.009262567
512,5,2048,8,0.48,0.989871486
512,5,2048,8,0.5,0.99239659
512,5,2048,8,0.52,1.013191208
512,5,2048,8,0.54,1.006357875
512,5,2048,8,0.56,0.984247348
512,5,2048,8,0.58,0.994309008
512,5,2048,8,0.6,0.99822361
512,5,2048,8,0.62,0.992812248
512,5,2048,8,0.64,1.012212557
512,5,2048,8,0.66,1.02336617
512,5,2048,8,0.68,1.029016036
512,5,2048,8,0.7,1.01689645
512,5,2048,8,0.72,1.025796197
512,5,2048,8,0.74,0.996548953
512,5,2048,8,0.76,1.006204232
512,5,2048,8,0.78,0.998020991
512,5,2048,8,0.8,0.993888289
512,5,2048,8,0.82,0.990621818
512,5,2048,8,0.84,0.999500851
512,5,2048,8,0.86,1.002105474
512,5,2048,8,0.88,1.003412884
512,5,2048,8,0.9,0.996574824
512,5,2048,8,0.92,1.000647936
512,5,2048,8,0.94,1.002849224
512,5,2048,8,0.96,1.021711225
512,5,2048,8,0.98,1.013142301
512,5,2048,8,1,1.004723709
512,5,2048,10,0.02,1.299055854
512,5,2048,10,0.04,1.282739961
512,5,2048,10,0.06,1.061879747
512,5,2048,10,0.08,1.048461931
512,5,2048,10,0.1,1.050432724
512,5,2048,10,0.12,1.053724069
512,5,2048,10,0.14,1.028600738
512,5,2048,10,0.16,1.028115838
512,5,2048,10,0.18,1.04310185
512,5,2048,10,0.2,1.052336882
512,5,2048,10,0.22,1.065877788
512,5,2048,10,0.24,1.079877709
512,5,2048,10,0.26,1.031887884
512,5,2048,10,0.28,1.050763882
512,5,2048,10,0.3,1.076625065
512,5,2048,10,0.32,1.066867134
512,5,2048,10,0.34,1.078643948
512,5,2048,10,0.36,1.045887582
512,5,2048,10,0.38,1.041089933
512,5,2048,10,0.4,1.06286388
512,5,2048,10,0.42,1.076667307
512,5,2048,10,0.44,1.056094047
512,5,2048,10,0.46,1.070568538
512,5,2048,10,0.48,1.055636079
512,5,2048,10,0.5,1.040845985
512,5,2048,10,0.52,1.065409053
512,5,2048,10,0.54,1.04646166
512,5,2048,10,0.56,1.032714375
512,5,2048,10,0.58,1.04555671
512,5,2048,10,0.6,1.058791605
512,5,2048,10,0.62,1.052174158
512,5,2048,10,0.64,1.048865434
512,5,2048,10,0.66,1.056317255
512,5,2048,10,0.68,1.060091977
512,5,2048,10,0.7,1.061991727
512,5,2048,10,0.72,1.062944724
512,5,2048,10,0.74,1.036169332
512,5,2048,10,0.76,1.049850802
512,5,2048,10,0.78,1.056828444
512,5,2048,10,0.8,1.060339187
512,5,2048,10,0.82,1.066223863
512,5,2048,10,0.84,1.065067877
512,5,2048,10,0.86,1.061127368
512,5,2048,10,0.88,1.06251178
512,5,2048,10,0.9,1.063205342
512,5,2048,10,0.92,1.063552463
512,5,2048,10,0.94,1.057166267
512,5,2048,10,0.96,1.079471129
512,5,2048,10,0.98,1.07161657
512,5,2048,10,1,1.06389981
512,5,2048,16,0.02,1.445301136
512,5,2048,16,0.04,1.474954951
512,5,2048,16,0.06,1.241979112
512,5,2048,16,0.08,1.211686939
512,5,2048,16,0.1,1.196466953
512,5,2048,16,0.12,1.214154733
512,5,2048,16,0.14,1.183653688
512,5,2048,16,0.16,1.18507203
512,5,2048,16,0.18,1.19164249
512,5,2048,16,0.2,1.19029524
512,5,2048,16,0.22,1.210133494
512,5,2048,16,0.24,1.236041793
512,5,2048,16,0.26,1.187684943
512,5,2048,16,0.28,1.179854053
512,5,2048,16,0.3,1.236041793
512,5,2048,16,0.32,1.22794545
512,5,2048,16,0.34,1.240880987
512,5,2048,16,0.36,1.210133494
512,5,2048,16,0.38,1.188903082
512,5,2048,16,0.4,1.230275167
512,5,2048,16,0.42,1.257281552
512,5,2048,16,0.44,1.238666086
512,5,2048,16,0.46,1.234315728
512,5,2048,16,0.48,1.232471187
512,5,2048,16,0.5,1.223222583
512,5,2048,16,0.52,1.240880987
512,5,2048,16,0.54,1.219387776
512,5,2048,16,0.56,1.203656419
512,5,2048,16,0.58,1.221663804
512,5,2048,16,0.6,1.220291148
512,5,2048,16,0.62,1.21960482
512,5,2048,16,0.64,1.230242904
512,5,2048,16,0.66,1.246305962
512,5,2048,16,0.68,1.232192495
512,5,2048,16,0.7,1.236238887
512,5,2048,16,0.72,1.227107069
512,5,2048,16,0.74,1.21296653
512,5,2048,16,0.76,1.226453619
512,5,2048,16,0.78,1.232028711
512,5,2048,16,0.8,1.241720275
512,5,2048,16,0.82,1.224710189
512,5,2048,16,0.84,1.222739741
512,5,2048,16,0.86,1.225926108
512,5,2048,16,0.88,1.221945866
512,5,2048,16,0.9,1.217160196
512,5,2048,16,0.92,1.223142707
512,5,2048,16,0.94,1.2207487
512,5,2048,16,0.96,1.246812822
512,5,2048,16,0.98,1.226619942
512,5,2048,16,1,1.206781323
512,5,2048,20,0.02,1.392071261
512,5,2048,20,0.04,1.491161752
512,5,2048,20,0.06,1.285574006
512,5,2048,20,0.08,1.268690295
512,5,2048,20,0.1,1.277967059
512,5,2048,20,0.12,1.295442896
512,5,2048,20,0.14,1.25885489
512,5,2048,20,0.16,1.265795944
512,5,2048,20,0.18,1.291954026
512,5,2048,20,0.2,1.293679769
512,5,2048,20,0.22,1.315241098
512,5,2048,20,0.24,1.327476679
512,5,2048,20,0.26,1.279089396
512,5,2048,20,0.28,1.281521125
512,5,2048,20,0.3,1.326219599
512,5,2048,20,0.32,1.326848139
512,5,2048,20,0.34,1.344929503
512,5,2048,20,0.36,1.307669809
512,5,2048,20,0.38,1.296621908
512,5,2048,20,0.4,1.318537442
512,5,2048,20,0.42,1.340798464
512,5,2048,20,0.44,1.317697609
512,5,2048,20,0.46,1.318678462
512,5,2048,20,0.48,1.312993831
512,5,2048,20,0.5,1.307363396
512,5,2048,20,0.52,1.340134176
512,5,2048,20,0.54,1.32360874
512,5,2048,20,0.56,1.309877556
512,5,2048,20,0.58,1.331182898
512,5,2048,20,0.6,1.329904144
512,5,2048,20,0.62,1.324789128
512,5,2048,20,0.64,1.32223162
512,5,2048,20,0.66,1.331149539
512,5,2048,20,0.68,1.347326469
512,5,2048,20,0.7,1.334694575
512,5,2048,20,0.72,1.338755979
512,5,2048,20,0.74,1.306429143
512,5,2048,20,0.76,1.319250743
512,5,2048,20,0.78,1.323527958
512,5,2048,20,0.8,1.327957496
512,5,2048,20,0.82,1.323786732
512,5,2048,20,0.84,1.32290163
512,5,2048,20,0.86,1.318562226
512,5,2048,20,0.88,1.315084542
512,5,2048,20,0.9,1.31854365
512,5,2048,20,0.92,1.321575662
512,5,2048,20,0.94,1.316802524
512,5,2048,20,0.96,1.342965703
512,5,2048,20,0.98,1.333706457
512,5,2048,20,1,1.353235796
512,5,2048,32,0.02,1.055972149
512,5,2048,32,0.04,2.181416151
512,5,2048,32,0.06,1.451961705
512,5,2048,32,0.08,1.450888563
512,5,2048,32,0.1,1.479216047
512,5,2048,32,0.12,1.505459276
512,5,2048,32,0.14,1.490784211
512,5,2048,32,0.16,1.507473023
512,5,2048,32,0.18,1.524346893
512,5,2048,32,0.2,1.545008432
512,5,2048,32,0.22,1.56855863
512,5,2048,32,0.24,1.60744913
512,5,2048,32,0.26,1.543385524
512,5,2048,32,0.28,1.546360855
512,5,2048,32,0.3,1.600317962
512,5,2048,32,0.32,1.592138093
512,5,2048,32,0.34,1.615428299
512,5,2048,32,0.36,1.559569805
512,5,2048,32,0.38,1.576163898
512,5,2048,32,0.4,1.602524641
512,5,2048,32,0.42,1.629932458
512,5,2048,32,0.44,1.59753818
512,5,2048,32,0.46,1.613386676
512,5,2048,32,0.48,1.603097862
512,5,2048,32,0.5,1.59290714
512,5,2048,32,0.52,1.615819453
512,5,2048,32,0.54,1.604265381
512,5,2048,32,0.56,1.59290714
512,5,2048,32,0.58,1.611267849
512,5,2048,32,0.6,1.620371057
512,5,2048,32,0.62,1.624922661
512,5,2048,32,0.64,1.629474265
512,5,2048,32,0.66,1.662008339
512,5,2048,32,0.68,1.655432321
512,5,2048,32,0.7,1.645190745
512,5,2048,32,0.72,1.642366322
512,5,2048,32,0.74,1.598898567
512,5,2048,32,0.76,1.618947834
512,5,2048,32,0.78,1.629173097
512,5,2048,32,0.8,1.634048563
512,5,2048,32,0.82,1.617994696
512,5,2048,32,0.84,1.628709212
512,5,2048,32,0.86,1.634108352
512,5,2048,32,0.88,1.618316831
512,5,2048,32,0.9,1.619662476
512,5,2048,32,0.92,1.620480643
512,5,2048,32,0.94,1.630272792
512,5,2048,32,0.96,1.645242322
512,5,2048,32,0.98,1.642363763
512,5,2048,32,1,1.639535706
512,5,2048,40,0.02,1.246032779
512,5,2048,40,0.04,2.051445415
512,5,2048,40,0.06,1.586095892
512,5,2048,40,0.08,1.576218803
512,5,2048,40,0.1,1.575985538
512,5,2048,40,0.12,1.591800531
512,5,2048,40,0.14,1.582697668
512,5,2048,40,0.16,1.615782857
512,5,2048,40,0.18,1.641070389
512,5,2048,40,0.2,1.692868305
512,5,2048,40,0.22,1.721082776
512,5,2048,40,0.24,1.758833346
512,5,2048,40,0.26,1.692868305
512,5,2048,40,0.28,1.688719118
512,5,2048,40,0.3,1.748108752
512,5,2048,40,0.32,1.750253671
512,5,2048,40,0.34,1.793521859
512,5,2048,40,0.36,1.731628627
512,5,2048,40,0.38,1.734792382
512,5,2048,40,0.4,1.763590665
512,5,2048,40,0.42,1.782933504
512,5,2048,40,0.44,1.764314046
512,5,2048,40,0.46,1.767980793
512,5,2048,40,0.48,1.772005932
512,5,2048,40,0.5,1.752616433
512,5,2048,40,0.52,1.771702858
512,5,2048,40,0.54,1.773866109
512,5,2048,40,0.56,1.758833346
512,5,2048,40,0.58,1.789158059
512,5,2048,40,0.6,1.793521859
512,5,2048,40,0.62,1.782612358
512,5,2048,40,0.64,1.790249009
512,5,2048,40,0.66,1.813519447
512,5,2048,40,0.68,1.825859714
512,5,2048,40,0.7,1.82763971
512,5,2048,40,0.72,1.827423758
512,5,2048,40,0.74,1.755622266
512,5,2048,40,0.76,1.770128254
512,5,2048,40,0.78,1.795169349
512,5,2048,40,0.8,1.814453852
512,5,2048,40,0.82,1.797322741
512,5,2048,40,0.84,1.808874406
512,5,2048,40,0.86,1.815802589
512,5,2048,40,0.88,1.809302468
512,5,2048,40,0.9,1.823795882
512,5,2048,40,0.92,1.831049686
512,5,2048,40,0.94,1.817216528
512,5,2048,40,0.96,1.855881342
512,5,2048,40,0.98,1.829098415
512,5,2048,40,1,1.802785364
512,5,2048,64,0.02,1.238444585
512,5,2048,64,0.04,1.956397366
