n1,r1,n2,r2,delta,ratio
1024,40,2048,64,0.36,1.19857767
1024,40,2048,64,0.38,1.190718347
1024,40,2048,64,0.4,1.183044393
1024,40,2048,64,0.42,1.182523971
1024,40,2048,64,0.44,1.186054011
1024,40,2048,64,0.46,1.177546966
1024,40,2048,64,0.48,1.181939503
1024,40,2048,64,0.5,1.17550147
1024,40,2048,64,0.52,1.176599338
1024,40,2048,64,0.54,1.177822216
1024,40,2048,64,0.56,1.175602405
1024,40,2048,64,0.58,1.17880661
1024,40,2048,64,0.6,1.178251667
1024,40,2048,64,0.62,1.186602073
1024,40,2048,64,0.64,1.188620273
1024,40,2048,64,0.66,1.183158496
1024,40,2048,64,0.68,1.18258457
1024,40,2048,64,0.7,1.182011137
1024,40,2048,64,0.72,1.1863248
1024,40,2048,64,0.74,1.182010768
1024,40,2048,64,0.76,1.179853753
1024,40,2048,64,0.78,1.193873922
1024,40,2048,64,0.8,1.196570083
1024,40,2048,64,0.82,1.184976457
1024,40,2048,64,0.84,1.187807458
1024,40,2048,64,0.86,1.189222959
1024,40,2048,64,0.88,1.19063846
1024,40,2048,64,0.9,1.192795414
1024,40,2048,64,0.92,1.194952368
1024,40,2048,64,0.94,1.186324553
1024,40,2048,64,0.96,1.175684871
1024,40,2048,64,0.98,1.167746763
1024,40,2048,64,1,1.156666439
1024,64,2048,64,0.02,2.985133475
1024,64,2048,64,0.04,1.843248458
1024,64,2048,64,0.06,1.451872024
1024,64,2048,64,0.08,1.309058618
1024,64,2048,64,0.1,1.224168574
1024,64,2048,64,0.12,1.153917142
1024,64,2048,64,0.14,1.146737793
1024,64,2048,64,0.16,1.111086156
1024,64,2048,64,0.18,1.094882351
1024,64,2048,64,0.2,1.084468425
1024,64,2048,64,0.22,1.078611304
1024,64,2048,64,0.24,1.0638749
1024,64,2048,64,0.26,1.057378798
1024,64,2048,64,0.28,1.038915264
1024,64,2048,64,0.3,1.032888476
1024,64,2048,64,0.32,1.030832647
1024,64,2048,64,0.34,1.028800179
1024,64,2048,64,0.36,1.021064839
1024,64,2048,64,0.38,1.020979859
1024,64,2048,64,0.4,0.978916715
1024,64,2048,64,0.42,0.987018668
1024,64,2048,64,0.44,0.995149765
1024,64,2048,64,0.46,0.989701865
1024,64,2048,64,0.48,0.996033208
1024,64,2048,64,0.5,0.984819727
1024,64,2048,64,0.52,0.989937737
1024,64,2048,64,0.54,0.982461866
1024,64,2048,64,0.56,0.979898474
1024,64,2048,64,0.58,0.981830522
1024,64,2048,64,0.6,0.977901301
1024,64,2048,64,0.62,0.981358364
1024,64,2048,64,0.64,0.979569378
1024,64,2048,64,0.66,0.969946866
1024,64,2048,64,0.68,0.964410218
1024,64,2048,64,0.7,0.960595954
1024,64,2048,64,0.72,0.965778477
1024,64,2048,64,0.74,0.956444718
1024,64,2048,64,0.76,0.956766725
1024,64,2048,64,0.78,0.965835378
1024,64,2048,64,0.8,0.97021733
1024,64,2048,64,0.82,0.958585647
1024,64,2048,64,0.84,0.958649617
1024,64,2048,64,0.86,0.958140066
1024,64,2048,64,0.88,0.957632267
1024,64,2048,64,0.9,0.961018342
1024,64,2048,64,0.92,0.963585417
1024,64,2048,64,0.94,0.960773274
1024,64,2048,64,0.96,0.959117676
1024,64,2048,64,0.98,0.951200299
1024,64,2048,64,1,0.940757533
1024,1,4096,1,0.02,1.110270061
1024,1,4096,1,0.04,0.991462753
1024,1,4096,1,0.06,0.938468117
1024,1,4096,1,0.08,0.848710838
1024,1,4096,1,0.1,0.859805098
1024,1,4096,1,0.12,0.85226708
1024,1,4096,1,0.14,0.844172278
1024,1,4096,1,0.16,0.856734365
1024,1,4096,1,0.18,0.904295012
1024,1,4096,1,0.2,0.938620565
1024,1,4096,1,0.22,0.946333254
1024,1,4096,1,0.24,0.864452693
1024,1,4096,1,0.26,0.889230139
1024,1,4096,1,0.28,0.93231878
1024,1,4096,1,0.3,0.924438963
1024,1,4096,1,0.32,0.920429001
1024,1,4096,1,0.34,1.009770898
1024,1,4096,1,0.36,0.968199789
1024,1,4096,1,0.38,0.964059162
1024,1,4096,1,0.4,0.910044969
1024,1,4096,1,0.42,0.855279808
1024,1,4096,1,0.44,0.892874524
1024,1,4096,1,0.46,0.874321287
1024,1,4096,1,0.48,0.849689743
1024,1,4096,1,0.5,0.8247341
1024,1,4096,1,0.52,0.877993282
1024,1,4096,1,0.54,0.889898276
1024,1,4096,1,0.56,0.902795352
1024,1,4096,1,0.58,0.895425594
1024,1,4096,1,0.6,0.913113014
1024,1,4096,1,0.62,0.88400491
1024,1,4096,1,0.64,0.905940981
1024,1,4096,1,0.66,0.897027429
1024,1,4096,1,0.68,0.913874576
1024,1,4096,1,0.7,0.908445709
1024,1,4096,1,0.72,0.902795352
1024,1,4096,1,0.74,0.895425594
1024,1,4096,1,0.76,0.913113014
1024,1,4096,1,0.78,0.908059465
1024,1,4096,1,0.8,0.902795352
1024,1,4096,1,0.82,0.895425594
1024,1,4096,1,0.84,0.992514145
1024,1,4096,1,0.86,0.974341178
1024,1,4096,1,0.88,0.952399493
1024,1,4096,1,0.9,0.920070336
1024,1,4096,1,0.92,0.924671406
1024,1,4096,1,0.94,0.913887831
1024,1,4096,1,0.96,0.902795352
1024,1,4096,1,0.98,0.895425594
1024,1,4096,1,1,0.887622321
1024,1,4096,2,0.02,0.749358019
1024,1,4096,2,0.04,0.691537184
1024,1,4096,2,0.06,0.706250741
1024,1,4096,2,0.08,0.727572621
1024,1,4096,2,0.1,0.709268907
1024,1,4096,2,0.12,0.759014891
1024,1,4096,2,0.14,0.756217673
1024,1,4096,2,0.16,0.791278124
1024,1,4096,2,0.18,0.771948485
1024,1,4096,2,0.2,0.788076563
1024,1,4096,2,0.22,0.780647561
1024,1,4096,2,0.24,0.766777197
1024,1,4096,2,0.26,0.769618004
1024,1,4096,2,0.28,0.820359218
1024,1,4096,2,0.3,0.796825142
1024,1,4096,2,0.32,0.834945617
1024,1,4096,2,0.34,0.803930173
1024,1,4096,2,0.36,0.817200361
1024,1,4096,2,0.38,0.795269987
1024,1,4096,2,0.4,0.767395198
1024,1,4096,2,0.42,0.789528283
1024,1,4096,2,0.44,0.761100096
1024,1,4096,2,0.46,0.762694357
1024,1,4096,2,0.48,0.817745328
1024,1,4096,2,0.5,0.79792752
1024,1,4096,2,0.52,0.814295264
1024,1,4096,2,0.54,0.780905067
1024,1,4096,2,0.56,0.81455101
1024,1,4096,2,0.58,0.838963793
1024,1,4096,2,0.6,0.748987966
1024,1,4096,2,0.62,0.727118058
1024,1,4096,2,0.64,0.809604509
1024,1,4096,2,0.66,0.79935494
1024,1,4096,2,0.68,0.730446411
1024,1,4096,2,0.7,0.7895783
1024,1,4096,2,0.72,0.775208751
1024,1,4096,2,0.74,0.818160683
1024,1,4096,2,0.76,0.783032873
1024,1,4096,2,0.78,0.764273435
1024,1,4096,2,0.8,0.762464075
1024,1,4096,2,0.82,0.829844621
1024,1,4096,2,0.84,0.809491687
1024,1,4096,2,0.86,0.799092378
1024,1,4096,2,0.88,0.849953564
1024,1,4096,2,0.9,0.819303193
1024,1,4096,2,0.92,0.738806815
1024,1,4096,2,0.94,0.794171764
1024,1,4096,2,0.96,0.775139486
1024,1,4096,2,0.98,0.781648374
1024,1,4096,2,1,0.788540138
1024,1,4096,4,0.02,0.672301214
1024,1,4096,4,0.04,0.660003021
1024,1,4096,4,0.06,0.690094345
1024,1,4096,4,0.08,0.681293441
1024,1,4096,4,0.1,0.67047926
1024,1,4096,4,0.12,0.68609316
1024,1,4096,4,0.14,0.70286036
1024,1,4096,4,0.16,0.718370636
1024,1,4096,4,0.18,0.71920595
1024,1,4096,4,0.2,0.754289167
1024,1,4096,4,0.22,0.768702336
1024,1,4096,4,0.24,0.742963504
1024,1,4096,4,0.26,0.776787588
1024,1,4096,4,0.28,0.775494084
1024,1,4096,4,0.3,0.804248182
1024,1,4096,4,0.32,0.789282758
1024,1,4096,4,0.34,0.811419401
1024,1,4096,4,0.36,0.782164333
1024,1,4096,4,0.38,0.783101014
1024,1,4096,4,0.4,0.778650883
1024,1,4096,4,0.42,0.774138882
1024,1,4096,4,0.44,0.763959541
1024,1,4096,4,0.46,0.768983112
1024,1,4096,4,0.48,0.769079151
1024,1,4096,4,0.5,0.754289167
1024,1,4096,4,0.52,0.725278046
1024,1,4096,4,0.54,0.749260573
1024,1,4096,4,0.56,0.777860704
1024,1,4096,4,0.58,0.79873835
1024,1,4096,4,0.6,0.775032119
1024,1,4096,4,0.62,0.754601373
1024,1,4096,4,0.64,0.785991652
1024,1,4096,4,0.66,0.835334772
1024,1,4096,4,0.68,0.761877669
1024,1,4096,4,0.7,0.768426074
1024,1,4096,4,0.72,0.811100253
1024,1,4096,4,0.74,0.815832976
1024,1,4096,4,0.76,0.752838045
1024,1,4096,4,0.78,0.794598549
1024,1,4096,4,0.8,0.793197165
1024,1,4096,4,0.82,0.797391405
1024,1,4096,4,0.84,0.798016076
1024,1,4096,4,0.86,0.820358291
1024,1,4096,4,0.88,0.798496591
1024,1,4096,4,0.9,0.842866244
1024,1,4096,4,0.92,0.764473662
1024,1,4096,4,0.94,0.769781628
1024,1,4096,4,0.96,0.80945311
1024,1,4096,4,0.98,0.814985874
1024,1,4096,4,1,0.820844094
1024,1,4096,5,0.02,0.69218912
1024,1,4096,5,0.04,0.670116763
1024,1,4096,5,0.06,0.674005255
1024,1,4096,5,0.08,0.682999425
1024,1,4096,5,0.1,0.673017701
1024,1,4096,5,0.12,0.690312063
1024,1,4096,5,0.14,0.719729402
1024,1,4096,5,0.16,0.748321226
1024,1,4096,5,0.18,0.728143963
1024,1,4096,5,0.2,0.771618268
1024,1,4096,5,0.22,0.795432219
1024,1,4096,5,0.24,0.749688936
1024,1,4096,5,0.26,0.783631916
1024,1,4096,5,0.28,0.801693541
1024,1,4096,5,0.3,0.794241798
1024,1,4096,5,0.32,0.790449678
1024,1,4096,5,0.34,0.788536712
1024,1,4096,5,0.36,0.767410989
1024,1,4096,5,0.38,0.776880015
1024,1,4096,5,0.4,0.781712584
1024,1,4096,5,0.42,0.786879532
1024,1,4096,5,0.44,0.774903863
1024,1,4096,5,0.46,0.780682073
1024,1,4096,5,0.48,0.783627827
1024,1,4096,5,0.5,0.796247941
1024,1,4096,5,0.52,0.77113706
1024,1,4096,5,0.54,0.80820566
1024,1,4096,5,0.56,0.836096961
1024,1,4096,5,0.58,0.85701085
1024,1,4096,5,0.6,0.798488649
1024,1,4096,5,0.62,0.791821694
1024,1,4096,5,0.64,0.824149515
1024,1,4096,5,0.66,0.841614634
1024,1,4096,5,0.68,0.791261788
1024,1,4096,5,0.7,0.783862914
1024,1,4096,5,0.72,0.806057958
1024,1,4096,5,0.74,0.83547025
1024,1,4096,5,0.76,0.788436369
1024,1,4096,5,0.78,0.808947385
1024,1,4096,5,0.8,0.828056741
1024,1,4096,5,0.82,0.85287588
1024,1,4096,5,0.84,0.865824996
1024,1,4096,5,0.86,0.872441333
1024,1,4096,5,0.88,0.875785855
1024,1,4096,5,0.9,0.877467321
1024,1,4096,5,0.92,0.807156112
1024,1,4096,5,0.94,0.818571074
1024,1,4096,5,0.96,0.830304212
1024,1,4096,5,0.98,0.854031723
1024,1,4096,5,1,0.879154969
1024,1,4096,8,0.02,0.728918216
1024,1,4096,8,0.04,0.703682996
1024,1,4096,8,0.06,0.71078649
1024,1,4096,8,0.08,0.714452809
1024,1,4096,8,0.1,0.711591379
1024,1,4096,8,0.12,0.741326272
1024,1,4096,8,0.14,0.773257493
1024,1,4096,8,0.16,0.77485844
1024,1,4096,8,0.18,0.756838476
1024,1,4096,8,0.2,0.815732006
1024,1,4096,8,0.22,0.816585038
1024,1,4096,8,0.24,0.781839147
1024,1,4096,8,0.26,0.823625755
1024,1,4096,8,0.28,0.839642151
1024,1,4096,8,0.3,0.86075664
1024,1,4096,8,0.32,0.839253621
1024,1,4096,8,0.34,0.847812539
1024,1,4096,8,0.36,0.833252783
1024,1,4096,8,0.38,0.838279696
1024,1,4096,8,0.4,0.847288466
1024,1,4096,8,0.42,0.835336327
1024,1,4096,8,0.44,0.824190191
1024,1,4096,8,0.46,0.820885672
1024,1,4096,8,0.48,0.838537946
1024,1,4096,8,0.5,0.830774417
1024,1,4096,8,0.52,0.803002656
1024,1,4096,8,0.54,0.844907551
1024,1,4096,8,0.56,0.885208277
1024,1,4096,8,0.58,0.913120867
1024,1,4096,8,0.6,0.85469234
1024,1,4096,8,0.62,0.835970093
1024,1,4096,8,0.64,0.865917193
1024,1,4096,8,0.66,0.875039357
1024,1,4096,8,0.68,0.829085018
1024,1,4096,8,0.7,0.845659666
1024,1,4096,8,0.72,0.849213543
1024,1,4096,8,0.74,0.89460929
1024,1,4096,8,0.76,0.81853228
1024,1,4096,8,0.78,0.860394762
1024,1,4096,8,0.8,0.87746359
1024,1,4096,8,0.82,0.901653458
1024,1,4096,8,0.84,0.907574642
1024,1,4096,8,0.86,0.907000855
1024,1,4096,8,0.88,0.881424053
1024,1,4096,8,0.9,0.904755476
1024,1,4096,8,0.92,0.822235669
1024,1,4096,8,0.94,0.828782342
1024,1,4096,8,0.96,0.838084737
1024,1,4096,8,0.98,0.859388452
1024,1,4096,8,1,0.855659187
1024,1,4096,10,0.02,0.795450796
1024,1,4096,10,0.04,0.762307012
1024,1,4096,10,0.06,0.783216228
1024,1,4096,10,0.08,0.779787041
1024,1,4096,10,0.1,0.766243193
1024,1,4096,10,0.12,0.792326232
1024,1,4096,10,0.14,0.791530173
1024,1,4096,10,0.16,0.829222086
1024,1,4096,10,0.18,0.789433096
1024,1,4096,10,0.2,0.827278293
1024,1,4096,10,0.22,0.876088544
1024,1,4096,10,0.24,0.820805988
1024,1,4096,10,0.26,0.860942224
1024,1,4096,10,0.28,0.876747122
1024,1,4096,10,0.3,0.902125933
1024,1,4096,10,0.32,0.89774204
1024,1,4096,10,0.34,0.890650765
1024,1,4096,10,0.36,0.863494567
1024,1,4096,10,0.38,0.869614107
1024,1,4096,10,0.4,0.898660136
1024,1,4096,10,0.42,0.893305871
1024,1,4096,10,0.44,0.859096689
1024,1,4096,10,0.46,0.858803081
1024,1,4096,10,0.48,0.864416173
1024,1,4096,10,0.5,0.870103121
1024,1,4096,10,0.52,0.836488881
1024,1,4096,10,0.54,0.875826466
1024,1,4096,10,0.56,0.918442184
1024,1,4096,10,0.58,0.93208761
1024,1,4096,10,0.6,0.875826466
1024,1,4096,10,0.62,0.861267637
1024,1,4096,10,0.64,0.901673413
1024,1,4096,10,0.66,0.936120963
1024,1,4096,10,0.68,0.865894115
1024,1,4096,10,0.7,0.897643433
1024,1,4096,10,0.72,0.911075512
1024,1,4096,10,0.74,0.93208761
1024,1,4096,10,0.76,0.864070406
1024,1,4096,10,0.78,0.878705501
1024,1,4096,10,0.8,0.895481129
1024,1,4096,10,0.82,0.920279068
1024,1,4096,10,0.84,0.933217123
1024,1,4096,10,0.86,0.939827808
1024,1,4096,10,0.88,0.943068545
1024,1,4096,10,0.9,0.938327721
1024,1,4096,10,0.92,0.866079353
1024,1,4096,10,0.94,0.879818094
1024,1,4096,10,0.96,0.893185024
1024,1,4096,10,0.98,0.919098214
1024,1,4096,10,1,0.946535709
1024,1,4096,16,0.02,0.89047198
1024,1,4096,16,0.04,0.838265105
1024,1,4096,16,0.06,0.848387915
1024,1,4096,16,0.08,0.849714817
1024,1,4096,16,0.1,0.828555471
1024,1,4096,16,0.12,0.850120613
1024,1,4096,16,0.14,0.897994068
1024,1,4096,16,0.16,0.936440297
1024,1,4096,16,0.18,0.912555099
1024,1,4096,16,0.2,0.976717299
1024,1,4096,16,0.22,0.993392491
1024,1,4096,16,0.24,0.934263162
1024,1,4096,16,0.26,0.974235553
1024,1,4096,16,0.28,1.029538404
1024,1,4096,16,0.3,1.020459826
1024,1,4096,16,0.32,1.00517173
1024,1,4096,16,0.34,1.003403858
1024,1,4096,16,0.36,0.976847716
1024,1,4096,16,0.38,0.99847518
1024,1,4096,16,0.4,0.995302722
1024,1,4096,16,0.42,1.006693193
1024,1,4096,16,0.44,0.978411644
1024,1,4096,16,0.46,0.999283209
1024,1,4096,16,0.48,0.990969731
1024,1,4096,16,0.5,0.982546866
1024,1,4096,16,0.52,0.957353356
1024,1,4096,16,0.54,1.005313971
1024,1,4096,16,0.56,1.052236678
1024,1,4096,16,0.58,1.064175932
1024,1,4096,16,0.6,0.99443918
1024,1,4096,16,0.62,0.97885118
1024,1,4096,16,0.64,1.025274243
1024,1,4096,16,0.66,1.050354323
1024,1,4096,16,0.68,0.987937081
1024,1,4096,16,0.7,1.002175243
1024,1,4096,16,0.72,1.029875862
1024,1,4096,16,0.74,1.052676084
1024,1,4096,16,0.76,0.979406104
1024,1,4096,16,0.78,1.012612283
1024,1,4096,16,0.8,1.035420587
1024,1,4096,16,0.82,1.055527657
1024,1,4096,16,0.84,1.081778868
1024,1,4096,16,0.86,1.079316289
1024,1,4096,16,0.88,1.083382722
1024,1,4096,16,0.9,1.080106132
1024,1,4096,16,0.92,0.995988564
1024,1,4096,16,0.94,1.012560729
1024,1,4096,16,0.96,1.032098177
1024,1,4096,16,0.98,1.053818989
1024,1,4096,16,1,1.076817496
1024,1,4096,20,0.02,0.979869975
1024,1,4096,20,0.04,0.921522618
1024,1,4096,20,0.06,0.932183385
1024,1,4096,20,0.08,0.941302633
1024,1,4096,20,0.1,0.925471445
1024,1,4096,20,0.12,0.951060876
1024,1,4096,20,0.14,0.978540437
1024,1,4096,20,0.16,1.021133157
1024,1,4096,20,0.18,0.993474557
1024,1,4096,20,0.2,1.054800147
1024,1,4096,20,0.22,1.079822488
1024,1,4096,20,0.24,1.014170475
1024,1,4096,20,0.26,1.056117033
1024,1,4096,20,0.28,1.07639448
1024,1,4096,20,0.3,1.113134479
1024,1,4096,20,0.32,1.114232177
1024,1,4096,20,0.34,1.112027914
1024,1,4096,20,0.36,1.07224974
1024,1,4096,20,0.38,1.089135621
1024,1,4096,20,0.4,1.088962603
1024,1,4096,20,0.42,1.092659899
1024,1,4096,20,0.44,1.06086956
1024,1,4096,20,0.46,1.074647087
1024,1,4096,20,0.48,1.103656105
1024,1,4096,20,0.5,1.07772227
1024,1,4096,20,0.52,1.042541529
1024,1,4096,20,0.54,1.089288789
1024,1,4096,20,0.56,1.123288185
1024,1,4096,20,0.58,1.163941632
1024,1,4096,20,0.6,1.094334388
1024,1,4096,20,0.62,1.073721315
1024,1,4096,20,0.64,1.132183219
1024,1,4096,20,0.66,1.15413943
1024,1,4096,20,0.68,1.081219852
1024,1,4096,20,0.7,1.107985811
1024,1,4096,20,0.72,1.135259803
1024,1,4096,20,0.74,1.17250113
1024,1,4096,20,0.76,1.094334388
1024,1,4096,20,0.78,1.116667743
1024,1,4096,20,0.8,1.139931654
1024,1,4096,20,0.82,1.167695798
1024,1,4096,20,0.84,1.182181438
1024,1,4096,20,0.86,1.18835522
1024,1,4096,20,0.88,1.187779623
1024,1,4096,20,0.9,1.185021446
1024,1,4096,20,0.92,1.07639448
1024,1,4096,20,0.94,1.09389683
1024,1,4096,20,0.96,1.111900548
1024,1,4096,20,0.98,1.143669135
1024,1,4096,20,1,1.177306463
1024,1,4096,32,0.02,0.982031225
1024,1,4096,32,0.04,0.987549767
1024,1,4096,32,0.06,1.055985984
1024,1,4096,32,0.08,1.080123195
1024,1,4096,32,0.1,1.069268195
1024,1,4096,32,0.12,1.113865554
1024,1,4096,32,0.14,1.155002634
1024,1,4096,32,0.16,1.220616819
1024,1,4096,32,0.18,1.18013529
1024,1,4096,32,0.2,1.261238527
1024,1,4096,32,0.22,1.298092691
1024,1,4096,32,0.24,1.229605301
1024,1,4096,32,0.26,1.273570477
1024,1,4096,32,0.28,1.30472791
1024,1,4096,32,0.3,1.316992995
1024,1,4096,32,0.32,1.321670559
1024,1,4096,32,0.34,1.321700041
1024,1,4096,32,0.36,1.30309247
1024,1,4096,32,0.38,1.316140124
1024,1,4096,32,0.4,1.32037191
1024,1,4096,32,0.42,1.333461028
1024,1,4096,32,0.44,1.285934107
1024,1,4096,32,0.46,1.295880148
1024,1,4096,32,0.48,1.308720448
1024,1,4096,32,0.5,1.303888304
1024,1,4096,32,0.52,1.257357793
1024,1,4096,32,0.54,1.315577269
1024,1,4096,32,0.56,1.366265299
1024,1,4096,32,0.58,1.420161133
1024,1,4096,32,0.6,1.324493079
1024,1,4096,32,0.62,1.314737517
1024,1,4096,32,0.64,1.379309949
1024,1,4096,32,0.66,1.412068625
1024,1,4096,32,0.68,1.312708611
1024,1,4096,32,0.7,1.345019372
1024,1,4096,32,0.72,1.363169532
1024,1,4096,32,0.74,1.410077777
1024,1,4096,32,0.76,1.311862348
1024,1,4096,32,0.78,1.340530417
1024,1,4096,32,0.8,1.370392989
1024,1,4096,32,0.82,1.413792698
1024,1,4096,32,0.84,1.43212887
1024,1,4096,32,0.86,1.440413068
1024,1,4096,32,0.88,1.441334821
1024,1,4096,32,0.9,1.439616996
1024,1,4096,32,0.92,1.324204663
1024,1,4096,32,0.94,1.346972721
1024,1,4096,32,0.96,1.364201454
1024,1,4096,32,0.98,1.406362856
1024,1,4096,32,1,1.451004341
1024,1,4096,40,0.02,0.945053688
1024,1,4096,40,0.04,1.095098977
1024,1,4096,40,0.06,1.136535154
1024,1,4096,40,0.08,1.167087174
1024,1,4096,40,0.1,1.178629049
1024,1,4096,40,0.12,1.220607618
1024,1,4096,40,0.14,1.262458083
1024,1,4096,40,0.16,1.324266407
1024,1,4096,40,0.18,1.290991603
1024,1,4096,40,0.2,1.369367009
1024,1,4096,40,0.22,1.423157376
1024,1,4096,40,0.24,1.346755761
1024,1,4096,40,0.26,1.413086094
1024,1,4096,40,0.28,1.438698316
1024,1,4096,40,0.3,1.448262594
1024,1,4096,40,0.32,1.460562651
1024,1,4096,40,0.34,1.451857555
1024,1,4096,40,0.36,1.410424383
1024,1,4096,40,0.38,1.430225771
1024,1,4096,40,0.4,1.436618723
1024,1,4096,40,0.42,1.459807437
1024,1,4096,40,0.44,1.425165451
1024,1,4096,40,0.46,1.426636444
1024,1,4096,40,0.48,1.449671365
1024,1,4096,40,0.5,1.458631822
1024,1,4096,40,0.52,1.420668943
1024,1,4096,40,0.54,1.469918799
1024,1,4096,40,0.56,1.546950627
1024,1,4096,40,0.58,1.578972054
1024,1,4096,40,0.6,1.486966827
1024,1,4096,40,0.62,1.453598355
1024,1,4096,40,0.64,1.521155283
1024,1,4096,40,0.66,1.565785574
1024,1,4096,40,0.68,1.454200995
1024,1,4096,40,0.7,1.480311658
1024,1,4096,40,0.72,1.524783505
1024,1,4096,40,0.74,1.563512765
1024,1,4096,40,0.76,1.457021789
1024,1,4096,40,0.78,1.489471269
1024,1,4096,40,0.8,1.521887366
1024,1,4096,40,0.82,1.566082377
1024,1,4096,40,0.84,1.589502063
1024,1,4096,40,0.86,1.588660453
1024,1,4096,40,0.88,1.604887553
1024,1,4096,40,0.9,1.608874994
1024,1,4096,40,0.92,1.457354571
1024,1,4096,40,0.94,1.497629443
1024,1,4096,40,0.96,1.517230035
1024,1,4096,40,0.98,1.563687178
1024,1,4096,40,1,1.612877094
1024,1,4096,64,0.02,0.879896285
1024,1,4096,64,0.04,1.184936582
1024,1,4096,64,0.06,1.322719906
1024,1,4096,64,0.08,1.371077407
1024,1,4096,64,0.1,1.405302418
1024,1,4096,64,0.12,1.461152509
1024,1,4096,64,0.14,1.521127891
1024,1,4096,64,0.16,1.606159885
1024,1,4096,64,0.18,1.581111701
1024,1,4096,64,0.2,1.681977164
1024,1,4096,64,0.22,1.723748361
1024,1,4096,64,0.24,1.629368484
1024,1,4096,64,0.26,1.707699922
1024,1,4096,64,0.28,1.761076719
1024,1,4096,64,0.3,1.77838912
1024,1,4096,64,0.32,1.785469126
1024,1,4096,64,0.34,1.811598918
1024,1,4096,64,0.36,1.76784224
1024,1,4096,64,0.38,1.809249364
1024,1,4096,64,0.4,1.820011278
1024,1,4096,64,0.42,1.830922817
1024,1,4096,64,0.44,1.777192899
1024,1,4096,64,0.46,1.793402054
1024,1,4096,64,0.48,1.798207453
1024,1,4096,64,0.5,1.803076082
1024,1,4096,64,0.52,1.763626541
1024,1,4096,64,0.54,1.823589843
1024,1,4096,64,0.56,1.888550087
1024,1,4096,64,0.58,1.972742259
1024,1,4096,64,0.6,1.844753362
1024,1,4096,64,0.62,1.820272824
1024,1,4096,64,0.64,1.91633079
1024,1,4096,64,0.66,1.956868268
1024,1,4096,64,0.68,1.830185424
1024,1,4096,64,0.7,1.872399764
1024,1,4096,64,0.72,1.914269641
1024,1,4096,64,0.74,1.972742259
1024,1,4096,64,0.76,1.834171602
1024,1,4096,64,0.78,1.900397579
1024,1,4096,64,0.8,1.921618085
1024,1,4096,64,0.82,1.95762546
1024,1,4096,64,0.84,1.993664785
1024,1,4096,64,0.86,2.015940995
1024,1,4096,64,0.88,2.027201496
1024,1,4096,64,0.9,2.028979525
1024,1,4096,64,0.92,1.865425744
1024,1,4096,64,0.94,1.890861215
1024,1,4096,64,0.96,1.925292307
1024,1,4096,64,0.98,1.95762546
1024,1,4096,64,1,1.991860564
1024,2,4096,2,0.02,1.342999117
1024,2,4096,2,0.04,1.101664571
1024,2,4096,2,0.06,0.991498113
1024,2,4096,2,0.08,1.045412467
1024,2,4096,2,0.1,0.984621393
1024,2,4096,2,0.12,1.009170219
1024,2,4096,2,0.14,0.961820828
1024,2,4096,2,0.16,0.945418874
1024,2,4096,2,0.18,0.951838189
1024,2,4096,2,0.2,0.922609907
1024,2,4096,2,0.22,0.885705511
1024,2,4096,2,0.24,0.969522275
1024,2,4096,2,0.26,0.955021594
1024,2,4096,2,0.28,1.021460969
1024,2,4096,2,0.3,0.915229028
1024,2,4096,2,0.32,0.93773466
1024,2,4096,2,0.34,0.955021594
1024,2,4096,2,0.36,0.94159365
1024,2,4096,2,0.38,0.909544375
1024,2,4096,2,0.4,0.877094485
1024,2,4096,2,0.42,0.927063886
1024,2,4096,2,0.44,0.901655716
1024,2,4096,2,0.46,0.899584087
1024,2,4096,2,0.48,0.962365287
1024,2,4096,2,0.5,0.919098918
1024,2,4096,2,0.52,1.006246279
1024,2,4096,2,0.54,0.870629998
1024,2,4096,2,0.56,0.873854684
1024,2,4096,2,0.58,0.877094485
1024,2,4096,2,0.6,0.853179602
1024,2,4096,2,0.62,0.848164832
1024,2,4096,2,0.64,0.929529481
1024,2,4096,2,0.66,0.926881249
1024,2,4096,2,0.68,0.908343624
1024,2,4096,2,0.7,0.962632383
1024,2,4096,2,0.72,0.926219191
1024,2,4096,2,0.74,0.900364083
1024,2,4096,2,0.76,0.948210254
1024,2,4096,2,0.78,0.919408156
1024,2,4096,2,0.8,0.8574041
1024,2,4096,2,0.82,0.934745696
1024,2,4096,2,0.84,0.912621538
1024,2,4096,2,0.86,0.854213759
1024,2,4096,2,0.88,0.933068999
1024,2,4096,2,0.9,0.911774841
1024,2,4096,2,0.92,0.853815333
1024,2,4096,2,0.94,0.932859511
1024,2,4096,2,0.96,0.91166903
1024,2,4096,2,0.98,0.853765535
1024,2,4096,2,1,0.800825399
1024,2,4096,4,0.02,1.204897945
1024,2,4096,4,0.04,1.051428559
1024,2,4096,4,0.06,0.968816315
1024,2,4096,4,0.08,0.978916244
1024,2,4096,4,0.1,0.930772823
1024,2,4096,4,0.12,0.912215021
1024,2,4096,4,0.14,0.89395654
1024,2,4096,4,0.16,0.858309028
1024,2,4096,4,0.18,0.886804887
1024,2,4096,4,0.2,0.883054631
1024,2,4096,4,0.22,0.872152722
1024,2,4096,4,0.24,0.939411957
1024,2,4096,4,0.26,0.963918356
1024,2,4096,4,0.28,0.965597656
1024,2,4096,4,0.3,0.923755091
1024,2,4096,4,0.32,0.886450307
1024,2,4096,4,0.34,0.963918356
